Model,Tumor Type,Treatment,Volume (mm3),body weight (g),Days Post T0,% TVol Difference,% BW Difference
X-3990,PDAC,BKM120 + binimetinib,137.0,26.2,77.0,-49.0,-0.4
X-3990,PDAC,BKM120 + binimetinib,132.4,25.4,80.0,-50.7,-3.4
X-3990,PDAC,BKM120 + binimetinib,157.9,25.6,84.0,-41.2,-2.7
X-3990,PDAC,BKM120 + binimetinib,119.3,26.3,87.0,-55.6,0.0
X-3990,PDAC,BKM120 + binimetinib,132.6,25.1,90.0,-50.6,-4.6
X-3990,PDAC,BKM120 + binimetinib,118.6,24.6,94.0,-55.8,-6.5
X-3990,PDAC,BKM120 + LDE225,224.0,24.5,0.0,0.0,0.0
X-3990,PDAC,BKM120 + LDE225,205.7,25.5,4.0,-8.2,4.1
X-3990,PDAC,BKM120 + LDE225,241.6,25.3,7.0,7.9,3.3
X-3990,PDAC,BKM120 + LDE225,236.4,26.2,11.0,5.5,6.9
X-3990,PDAC,BKM120 + LDE225,282.7,26.9,14.0,26.2,9.8
X-3990,PDAC,BKM120 + LDE225,193.4,24.4,18.0,-13.7,-0.4
X-3990,PDAC,BKM120 + LDE225,184.1,25.1,21.0,-17.8,2.4
X-3990,PDAC,BKM120 + LDE225,232.9,24.7,25.0,4.0,0.8
X-3990,PDAC,BKM120 + LDE225,169.7,23.8,28.0,-24.2,-2.9
X-3990,PDAC,BKM120 + LDE225,193.0,23.3,32.0,-13.8,-4.9
X-3990,PDAC,BKM120 + LDE225,184.1,23.7,35.0,-17.8,-3.3
X-3990,PDAC,BKM120 + LDE225,257.8,22.3,39.0,15.1,-9.0
X-3990,PDAC,BKM120 + LDE225,180.7,22.1,42.0,-19.3,-9.8
X-3990,PDAC,BKM120 + LDE225,161.7,21.5,46.0,-27.8,-12.2
X-3990,PDAC,BKM120 + LDE225,157.2,16.8,49.0,-29.8,-31.4
X-3990,PDAC,BKM120,224.2,24.9,0.0,0.0,0.0
X-3990,PDAC,BKM120,400.9,24.8,4.0,78.8,-0.4
X-3990,PDAC,BKM120,438.3,26.7,6.0,95.5,7.2
X-3990,PDAC,BKM120,519.9,28.0,11.0,131.9,12.4
X-3990,PDAC,BKM120,548.6,27.7,14.0,144.7,11.2
X-3990,PDAC,BKM120,933.3,28.0,18.0,316.3,12.4
X-3990,PDAC,BKM120,794.0,26.3,21.0,254.1,5.6
X-3990,PDAC,BKM120,831.0,28.6,25.0,270.7,14.9
X-3990,PDAC,BKM120,1445.7,27.8,28.0,544.8,11.6
X-3990,PDAC,BYL719,229.2,28.8,0.0,0.0,0.0
X-3990,PDAC,BYL719,223.5,30.3,3.0,-2.5,5.2
X-3990,PDAC,BYL719,216.6,30.8,6.0,-5.5,6.9
X-3990,PDAC,BYL719,211.8,29.4,11.0,-7.6,2.1
X-3990,PDAC,BYL719,203.1,29.6,14.0,-11.4,2.8
X-3990,PDAC,BYL719,198.5,29.4,17.0,-13.4,2.1
X-3990,PDAC,BYL719,234.5,30.5,20.0,2.3,5.9
X-3990,PDAC,BYL719,239.4,30.1,24.0,4.5,4.5
X-3990,PDAC,BYL719,261.5,31.7,27.0,14.1,10.1
X-3990,PDAC,BYL719,325.5,31.6,31.0,42.0,9.7
X-3990,PDAC,BYL719,335.4,30.5,35.0,46.3,5.9
X-3990,PDAC,BYL719,345.7,29.7,38.0,50.8,3.1
X-3990,PDAC,BYL719,432.8,30.4,41.0,88.8,5.6
X-3990,PDAC,BYL719,484.4,30.2,45.0,111.3,4.9
X-3990,PDAC,BYL719,540.4,30.3,48.0,135.8,5.2
X-3990,PDAC,BYL719,630.9,28.3,52.0,175.3,-1.7
X-3990,PDAC,BYL719,687.7,29.3,55.0,200.0,1.7
X-3990,PDAC,BYL719,731.4,28.8,59.0,219.1,0.0
X-3990,PDAC,BYL719,797.5,30.3,62.0,247.9,5.2
X-3990,PDAC,BYL719 + LJM716,245.3,24.5,0.0,0.0,0.0
X-3990,PDAC,BYL719 + LJM716,305.2,24.3,4.0,24.4,-0.8
X-3990,PDAC,BYL719 + LJM716,329.1,22.6,7.0,34.2,-7.8
X-3990,PDAC,BYL719 + LJM716,410.4,23.9,11.0,67.3,-2.4
X-3990,PDAC,BYL719 + LJM716,481.5,23.5,14.0,96.3,-4.1
X-3990,PDAC,BYL719 + LJM716,530.5,24.0,17.0,116.3,-2.0
X-3990,PDAC,BYL719 + LJM716,565.3,23.1,22.0,130.5,-5.7
X-3990,PDAC,BYL719 + LJM716,606.0,23.4,24.0,147.0,-4.5
X-3990,PDAC,BYL719 + LJM716,638.5,22.6,28.0,160.3,-7.8
X-3990,PDAC,BYL719 + LJM716,642.5,19.1,35.0,161.9,-22.0
X-3990,PDAC,CLR457,213.8,30.8,0.0,0.0,0.0
X-3990,PDAC,CLR457,228.8,32.3,4.0,7.0,4.9
X-3990,PDAC,CLR457,252.3,30.7,7.0,18.0,-0.3
X-3990,PDAC,CLR457,255.9,30.8,11.0,19.7,0.0
X-3990,PDAC,CLR457,259.0,31.7,14.0,21.1,2.9
X-3990,PDAC,CLR457,264.6,33.1,19.0,23.8,7.5
X-3990,PDAC,CLR457,281.1,32.2,22.0,31.5,4.5
X-3990,PDAC,CLR457,306.6,31.0,26.0,43.4,0.6
X-3990,PDAC,CLR457,312.5,31.6,29.0,46.2,2.6
X-3990,PDAC,CLR457,327.4,31.8,32.0,53.1,3.2
X-3990,PDAC,CLR457,339.0,32.6,35.0,58.6,5.8
X-3990,PDAC,CLR457,348.7,31.8,39.0,63.1,3.2
X-3990,PDAC,CLR457,380.4,32.0,43.0,77.9,3.9
X-3990,PDAC,CLR457,387.4,32.2,47.0,81.2,4.5
X-3990,PDAC,CLR457,383.0,32.9,51.0,79.1,6.8
X-3990,PDAC,CLR457,355.7,31.5,54.0,66.4,2.3
X-3990,PDAC,CLR457,377.7,29.5,56.0,76.7,-4.2
X-3990,PDAC,CLR457,418.7,31.5,60.0,95.8,2.3
X-3990,PDAC,CLR457,407.3,28.8,67.0,90.5,-6.5
X-3990,PDAC,CLR457,453.8,31.4,70.0,112.3,1.9
X-3990,PDAC,CLR457,433.7,33.3,74.0,102.9,8.1
X-3990,PDAC,CLR457,465.4,32.8,77.0,117.7,6.5
X-3990,PDAC,CLR457,480.6,33.7,81.0,124.8,9.4
X-3990,PDAC,CLR457,495.4,31.2,88.0,131.7,1.3
X-3990,PDAC,CLR457,618.8,28.4,92.0,189.4,-7.8
X-3990,PDAC,CLR457,645.1,27.2,95.0,201.7,-11.7
X-3990,PDAC,CLR457,673.5,27.5,97.0,215.0,-10.7
X-3990,PDAC,HDM201,233.2,25.7,0.0,0.0,0.0
X-3990,PDAC,HDM201,279.3,25.1,3.0,19.8,-2.3
X-3990,PDAC,HDM201,297.5,24.1,7.0,27.6,-6.2
X-3990,PDAC,HDM201,391.0,24.2,11.0,67.7,-5.8
X-3990,PDAC,HDM201,548.6,24.1,14.0,135.2,-6.2
X-3990,PDAC,HDM201,575.4,24.9,18.0,146.7,-3.1
X-3990,PDAC,HDM201,713.4,24.8,21.0,205.9,-3.5
X-3990,PDAC,HDM201,852.5,24.5,24.0,265.6,-4.7
X-3990,PDAC,HDM201,878.6,22.8,29.0,276.8,-11.3
X-3990,PDAC,HDM201,925.9,22.4,31.0,297.0,-12.8
X-3990,PDAC,HDM201,1167.2,21.8,35.0,400.5,-15.2
X-3990,PDAC,"figitumumab""",235.3,24.1,0.0,0.0,0.0
X-3990,PDAC,"figitumumab""",382.1,23.8,1.0,62.4,-1.2
X-3990,PDAC,"figitumumab""",577.2,24.6,8.0,145.3,2.1
X-3990,PDAC,"figitumumab""",901.2,25.5,12.0,283.0,5.8
X-3990,PDAC,"figitumumab""",959.0,24.6,15.0,307.6,2.1
X-3990,PDAC,"figitumumab"" + binimetinib",206.6,22.6,0.0,0.0,0.0
X-3990,PDAC,"figitumumab"" + binimetinib",350.7,22.4,4.0,69.7,-0.9
X-3990,PDAC,"figitumumab"" + binimetinib",594.6,22.5,6.0,187.8,-0.4
X-3990,PDAC,"figitumumab"" + binimetinib",681.5,22.9,11.0,229.9,1.3
X-3990,PDAC,"figitumumab"" + binimetinib",829.6,23.1,14.0,301.5,2.2
X-3990,PDAC,"figitumumab"" + binimetinib",845.1,23.4,18.0,309.1,3.5
X-3990,PDAC,"figitumumab"" + binimetinib",716.8,23.6,21.0,247.0,4.4
X-3990,PDAC,"figitumumab"" + binimetinib",1433.0,23.8,25.0,593.6,5.3
X-3990,PDAC,gemcitabine-50mpk,255.7,28.2,0.0,0.0,0.0
X-3990,PDAC,gemcitabine-50mpk,295.1,28.6,4.0,15.4,1.4
X-3990,PDAC,gemcitabine-50mpk,538.1,27.3,7.0,110.4,-3.2
X-3990,PDAC,gemcitabine-50mpk,567.5,29.1,12.0,121.9,3.2
X-3990,PDAC,gemcitabine-50mpk,411.1,28.5,15.0,60.8,1.1
X-3990,PDAC,gemcitabine-50mpk,217.3,28.0,18.0,-15.0,-0.7
X-3990,PDAC,gemcitabine-50mpk,172.4,28.6,21.0,-32.6,1.4
X-3990,PDAC,gemcitabine-50mpk,101.8,27.6,26.0,-60.2,-2.1
X-3990,PDAC,gemcitabine-50mpk,84.1,28.4,29.0,-67.1,0.7
X-3990,PDAC,gemcitabine-50mpk,80.7,27.2,32.0,-68.4,-3.5
X-3990,PDAC,gemcitabine-50mpk,72.4,28.9,35.0,-71.7,2.5
X-3990,PDAC,gemcitabine-50mpk,66.2,28.2,39.0,-74.1,0.0
X-3990,PDAC,gemcitabine-50mpk,63.1,28.8,43.0,-75.3,2.1
X-3990,PDAC,gemcitabine-50mpk,68.2,27.5,47.0,-73.3,-2.5
X-3990,PDAC,gemcitabine-50mpk,0.0,28.3,50.0,-100.0,0.4
X-3990,PDAC,gemcitabine-50mpk,0.0,29.2,53.0,-100.0,3.5
X-3990,PDAC,gemcitabine-50mpk,0.0,29.4,56.0,-100.0,4.3
X-3990,PDAC,gemcitabine-50mpk,0.0,28.6,61.0,-100.0,1.4
X-3990,PDAC,gemcitabine-50mpk,0.0,29.5,64.0,-100.0,4.6
X-3990,PDAC,gemcitabine-50mpk,0.0,28.6,68.0,-100.0,1.4
X-3990,PDAC,gemcitabine-50mpk,0.0,26.6,71.0,-100.0,-5.7
X-3990,PDAC,gemcitabine-50mpk,0.0,28.5,75.0,-100.0,1.1
X-3990,PDAC,gemcitabine-50mpk,0.0,29.0,78.0,-100.0,2.8
X-3990,PDAC,gemcitabine-50mpk,0.0,29.8,82.0,-100.0,5.7
X-3990,PDAC,gemcitabine-50mpk,0.0,30.0,85.0,-100.0,6.4
X-3990,PDAC,gemcitabine-50mpk,0.0,28.9,88.0,-100.0,2.5
X-3990,PDAC,INC424 + binimetinib,241.4,25.5,0.0,0.0,0.0
X-3990,PDAC,INC424 + binimetinib,475.0,25.5,3.0,96.8,0.0
X-3990,PDAC,INC424 + binimetinib,331.9,25.0,8.0,37.5,-2.0
X-3990,PDAC,INC424 + binimetinib,439.5,25.8,10.0,82.1,1.2
X-3990,PDAC,INC424 + binimetinib,387.5,25.4,14.0,60.5,-0.4
X-3990,PDAC,INC424 + binimetinib,316.1,27.3,17.0,30.9,7.1
X-3990,PDAC,INC424 + binimetinib,411.5,26.0,21.0,70.5,2.0
X-3990,PDAC,INC424 + binimetinib,336.3,24.7,24.0,39.3,-3.1
X-3990,PDAC,INC424 + binimetinib,366.5,25.7,27.0,51.8,0.8
X-3990,PDAC,INC424 + binimetinib,581.8,24.4,30.0,141.0,-4.3
X-3990,PDAC,INC424 + binimetinib,660.1,25.0,35.0,173.4,-2.0
X-3990,PDAC,INC424 + binimetinib,782.7,25.5,41.0,224.2,0.0
X-3990,PDAC,INC424 + binimetinib,626.7,24.7,44.0,159.6,-3.1
X-3990,PDAC,INC424 + binimetinib,563.7,25.9,49.0,133.5,1.6
X-3990,PDAC,INC424 + binimetinib,826.3,25.4,52.0,242.3,-0.4
X-3990,PDAC,INC424 + binimetinib,729.1,25.1,56.0,202.0,-1.6
X-3990,PDAC,INC424 + binimetinib,833.3,25.4,59.0,245.2,-0.4
X-3990,PDAC,INC424 + binimetinib,805.0,25.0,63.0,233.5,-2.0
X-3990,PDAC,INC424 + binimetinib,487.0,24.6,65.0,101.7,-3.5
X-3990,PDAC,INC424 + binimetinib,1644.0,25.3,70.0,581.0,-0.8
X-3990,PDAC,INC424 + binimetinib,1268.4,25.5,77.0,425.4,0.0
X-3990,PDAC,INC424 + binimetinib,1146.7,24.1,80.0,375.0,-5.5
X-3990,PDAC,INC424 + binimetinib,1643.9,23.8,84.0,581.0,-6.7
X-3990,PDAC,INC424 + binimetinib,1609.1,23.6,87.0,566.6,-7.5
X-3990,PDAC,INC424 + binimetinib,2381.7,24.8,91.0,886.6,-2.7
X-3990,PDAC,INC424,249.5,27.0,0.0,0.0,0.0
X-3990,PDAC,INC424,307.9,27.5,3.0,23.4,1.9
X-3990,PDAC,INC424,330.8,27.6,6.0,32.6,2.2
X-3990,PDAC,INC424,349.9,27.7,11.0,40.2,2.6
X-3990,PDAC,INC424,385.6,28.4,14.0,54.5,5.2
X-3990,PDAC,INC424,442.1,27.5,17.0,77.2,1.9
X-3990,PDAC,INC424,415.9,27.7,20.0,66.7,2.6
X-3990,PDAC,INC424,466.8,27.1,24.0,87.1,0.4
X-3990,PDAC,INC424,488.7,27.2,27.0,95.9,0.7
X-3990,PDAC,INC424,535.4,27.1,31.0,114.6,0.4
X-3990,PDAC,INC424,560.1,26.8,35.0,124.5,-0.7
X-3990,PDAC,INC424,614.2,26.5,38.0,146.2,-1.9
X-3990,PDAC,INC424,638.7,27.4,41.0,156.0,1.5
X-3990,PDAC,INC424,891.1,28.0,45.0,257.2,3.7
X-3990,PDAC,LEE011,248.6,24.8,0.0,0.0,0.0
X-3990,PDAC,LEE011,531.7,26.5,5.0,113.9,6.9
X-3990,PDAC,LEE011,464.9,25.5,8.0,87.0,2.8
X-3990,PDAC,LEE011,757.9,26.5,12.0,204.9,6.9
X-3990,PDAC,LEE011,658.3,26.4,15.0,164.8,6.5
X-3990,PDAC,LEE011,704.4,26.8,19.0,183.3,8.1
X-3990,PDAC,LEE011,768.3,26.3,22.0,209.1,6.0
X-3990,PDAC,LEE011,803.5,26.6,26.0,223.2,7.3
X-3990,PDAC,LEE011,893.8,25.8,29.0,259.5,4.0
X-3990,PDAC,LEE011,861.5,27.9,33.0,246.5,12.5
X-3990,PDAC,LEE011,1268.4,27.9,36.0,410.2,12.5
X-3990,PDAC,WNT974,262.3,25.2,0.0,0.0,0.0
X-3990,PDAC,WNT974,271.8,24.9,1.0,3.6,-1.2
X-3990,PDAC,WNT974,279.8,25.5,5.0,6.7,1.2
X-3990,PDAC,WNT974,330.8,25.7,8.0,26.1,2.0
X-3990,PDAC,WNT974,571.1,25.8,13.0,117.7,2.4
X-3990,PDAC,WNT974,837.3,26.2,16.0,219.2,4.0
X-3990,PDAC,WNT974,814.4,25.6,19.0,210.5,1.6
X-3990,PDAC,WNT974,1108.7,25.8,23.0,322.7,2.4
X-3990,PDAC,WNT974,1253.2,27.3,26.0,377.8,8.3
X-3990,PDAC,WNT974,1736.6,27.4,29.0,562.1,8.7
X-3990,PDAC,LKA136,242.6,23.0,0.0,0.0,0.0
X-3990,PDAC,LKA136,273.9,23.4,3.0,12.9,1.7
X-3990,PDAC,LKA136,348.1,23.7,5.0,43.5,3.0
X-3990,PDAC,LKA136,551.0,24.1,10.0,127.1,4.8
X-3990,PDAC,LKA136,572.3,24.3,14.0,135.9,5.7
X-3990,PDAC,LKA136,845.3,24.1,17.0,248.4,4.8
X-3990,PDAC,LKA136,879.0,,19.0,262.3,4.8
X-3990,PDAC,LKA136,953.6,24.0,21.0,293.1,4.3
X-3990,PDAC,LKA136,1188.7,24.9,25.0,390.0,8.3
X-3990,PDAC,LKA136,1163.8,24.1,26.0,379.7,4.8
X-3990,PDAC,binimetinib,266.2,24.1,0.0,0.0,0.0
X-3990,PDAC,binimetinib,276.9,20.7,3.0,4.0,-14.1
X-3990,PDAC,binimetinib-3.5mpk,280.1,25.1,0.0,0.0,0.0
X-3990,PDAC,binimetinib-3.5mpk,786.9,23.5,4.0,180.9,-6.4
X-3990,PDAC,binimetinib-3.5mpk,744.7,23.7,6.0,165.9,-5.6
X-3990,PDAC,binimetinib-3.5mpk,491.6,24.3,11.0,75.5,-3.2
X-3990,PDAC,binimetinib-3.5mpk,485.4,23.1,14.0,73.3,-8.0
X-3990,PDAC,binimetinib-3.5mpk,721.5,24.0,18.0,157.6,-4.4
X-3990,PDAC,binimetinib-3.5mpk,733.5,23.9,21.0,161.9,-4.8
X-3990,PDAC,binimetinib-3.5mpk,834.0,24.7,25.0,197.8,-1.6
X-3990,PDAC,binimetinib-3.5mpk,1160.0,23.4,28.0,314.1,-6.8
X-3990,PDAC,trametinib,281.0,27.2,0.0,0.0,0.0
X-3990,PDAC,trametinib,293.2,25.6,4.0,4.3,-5.9
X-3990,PDAC,trametinib,271.8,25.2,7.0,-3.3,-7.4
X-3990,PDAC,trametinib,240.2,26.9,11.0,-14.5,-1.1
X-3990,PDAC,trametinib,245.6,27.4,14.0,-12.6,0.7
X-3990,PDAC,trametinib,263.5,26.7,18.0,-6.2,-1.8
X-3990,PDAC,trametinib,268.8,27.2,21.0,-4.3,0.0
X-3990,PDAC,trametinib,208.9,27.8,25.0,-25.7,2.2
X-3990,PDAC,trametinib,272.4,26.9,28.0,-3.1,-1.1
X-3990,PDAC,trametinib,262.8,26.6,32.0,-6.5,-2.2
X-3990,PDAC,trametinib,246.0,26.3,34.0,-12.5,-3.3
X-3990,PDAC,trametinib,343.4,27.6,39.0,22.2,1.5
X-3990,PDAC,trametinib,373.9,28.4,42.0,33.1,4.4
X-3990,PDAC,trametinib,369.0,28.6,47.0,31.3,5.1
X-3990,PDAC,trametinib,345.8,28.4,50.0,23.1,4.4
X-3990,PDAC,trametinib,357.0,27.6,53.0,27.0,1.5
X-3990,PDAC,trametinib,357.6,27.5,56.0,27.3,1.1
X-3990,PDAC,trametinib,373.6,28.2,60.0,33.0,3.7
X-3990,PDAC,trametinib,385.9,28.1,63.0,37.3,3.3
X-3990,PDAC,trametinib,364.1,27.5,67.0,29.6,1.1
X-3990,PDAC,trametinib,332.9,28.9,75.0,18.5,6.2
X-3990,PDAC,trametinib,291.9,28.4,78.0,3.9,4.4
X-3990,PDAC,trametinib,369.5,28.7,82.0,31.5,5.5
X-3990,PDAC,trametinib,397.0,27.9,85.0,41.3,2.6
X-3990,PDAC,trametinib,394.8,27.9,89.0,40.5,2.6
X-3990,PDAC,trametinib,488.2,28.3,92.0,73.7,4.0
X-3990,PDAC,untreated,259.5,25.5,0.0,0.0,0.0
X-3990,PDAC,untreated,280.3,25.8,6.0,8.0,1.2
X-3990,PDAC,untreated,301.2,27.1,9.0,16.1,6.3
X-3990,PDAC,untreated,561.3,27.6,11.0,116.3,8.2
X-3990,PDAC,untreated,529.8,,14.0,104.2,8.2
X-3990,PDAC,untreated,719.1,27.1,18.0,177.1,6.3
X-3990,PDAC,untreated,846.8,27.1,21.0,226.3,6.3
X-3990,PDAC,untreated,1080.4,25.3,25.0,316.3,-0.8
X-3990,PDAC,untreated,1393.2,25.4,29.0,436.9,-0.4
X-3990,PDAC,untreated,1419.2,27.2,33.0,446.9,6.7
X-3990,PDAC,untreated,1380.7,26.9,35.0,432.1,5.5
X-3990,PDAC,untreated,1537.1,30.1,39.0,492.3,18.0
X-3990,PDAC,untreated,1772.0,29.3,42.0,582.9,14.9
X-4015,PDAC,abraxane,225.3,25.1,0.0,0.0,0.0
X-4015,PDAC,abraxane,355.1,25.2,5.0,57.6,0.4
X-4015,PDAC,abraxane,427.8,25.7,8.0,89.9,2.4
X-4015,PDAC,abraxane,760.8,25.8,12.0,237.7,2.8
X-4015,PDAC,abraxane,897.7,25.3,15.0,298.4,0.8
X-4015,PDAC,BKM120 + binimetinib,232.5,26.7,0.0,0.0,0.0
X-4015,PDAC,BKM120 + binimetinib,346.2,28.5,2.0,48.9,6.7
X-4015,PDAC,BKM120 + binimetinib,270.6,28.4,6.0,16.4,6.4
X-4015,PDAC,BKM120 + binimetinib,286.4,28.3,9.0,23.2,6.0
X-4015,PDAC,BKM120 + binimetinib,424.8,27.7,13.0,82.7,3.7
X-4015,PDAC,BKM120 + binimetinib,369.2,28.6,16.0,58.8,7.1
X-4015,PDAC,BKM120 + binimetinib,464.9,29.6,20.0,100.0,10.9
X-4015,PDAC,BKM120 + binimetinib,436.5,28.4,23.0,87.7,6.4
X-4015,PDAC,BKM120 + binimetinib,416.4,28.7,27.0,79.1,7.5
X-4015,PDAC,BKM120 + binimetinib,518.1,28.3,30.0,122.8,6.0
X-4015,PDAC,BKM120 + binimetinib,432.7,29.1,34.0,86.1,9.0
X-4015,PDAC,BKM120 + binimetinib,550.0,28.9,37.0,136.6,8.2
X-4015,PDAC,BKM120 + binimetinib,520.3,28.9,40.0,123.8,8.2
X-4015,PDAC,BKM120 + binimetinib,772.7,28.7,43.0,232.3,7.5
X-4015,PDAC,BKM120 + binimetinib,706.3,29.4,48.0,203.8,10.1
X-4015,PDAC,BKM120 + binimetinib,1153.5,29.0,51.0,396.1,8.6
X-4015,PDAC,BKM120 + binimetinib,833.1,28.5,55.0,258.3,6.7
X-4015,PDAC,BKM120 + binimetinib,1271.7,28.4,58.0,447.0,6.4
X-4015,PDAC,BKM120 + binimetinib,1001.2,28.2,61.0,330.6,5.6
X-4015,PDAC,BKM120 + binimetinib,1360.3,28.1,65.0,485.1,5.2
X-4015,PDAC,BKM120 + binimetinib,1934.6,29.0,68.0,732.1,8.6
X-4015,PDAC,BKM120 + binimetinib,1628.7,27.5,71.0,600.5,3.0
X-4015,PDAC,BKM120 + LDE225,296.2,25.6,0.0,0.0,0.0
X-4015,PDAC,BKM120 + LDE225,333.2,28.5,2.0,12.5,11.3
X-4015,PDAC,BKM120 + LDE225,470.5,27.0,6.0,58.8,5.5
X-4015,PDAC,BKM120 + LDE225,460.9,26.4,9.0,55.6,3.1
X-4015,PDAC,BKM120 + LDE225,405.9,25.5,13.0,37.0,-0.4
X-4015,PDAC,BKM120 + LDE225,496.5,25.8,16.0,67.6,0.8
X-4015,PDAC,BKM120 + LDE225,513.3,25.1,20.0,73.3,-2.0
X-4015,PDAC,BKM120 + LDE225,549.1,25.3,23.0,85.4,-1.2
X-4015,PDAC,BKM120 + LDE225,528.5,25.2,27.0,78.4,-1.6
X-4015,PDAC,BKM120 + LDE225,596.7,24.5,30.0,101.5,-4.3
X-4015,PDAC,BKM120 + LDE225,677.3,24.9,34.0,128.7,-2.7
X-4015,PDAC,BKM120 + LDE225,546.4,23.5,37.0,84.5,-8.2
X-4015,PDAC,BKM120 + LDE225,755.9,23.9,40.0,155.2,-6.6
X-4015,PDAC,BKM120 + LDE225,542.4,24.3,43.0,83.1,-5.1
X-4015,PDAC,BKM120 + LDE225,536.2,21.3,48.0,81.0,-16.8
X-4015,PDAC,BKM120 + LDE225,1431.3,22.9,51.0,383.2,-10.5
X-4015,PDAC,BKM120 + LDE225,1542.9,24.6,55.0,420.9,-3.9
X-4015,PDAC,BKM120 + LDE225,1528.9,24.9,58.0,416.2,-2.7
X-4015,PDAC,BKM120 + LDE225,1288.8,23.8,61.0,335.1,-7.0
X-4015,PDAC,BKM120 + LDE225,1247.9,23.6,65.0,321.3,-7.8
X-4015,PDAC,BKM120 + LDE225,2059.9,23.8,68.0,595.4,-7.0
X-4015,PDAC,BKM120 + LDE225,2013.1,22.1,71.0,579.6,-13.7
X-4015,PDAC,BYL719 + LJM716,233.0,22.0,0.0,0.0,0.0
X-4015,PDAC,BYL719 + LJM716,258.9,21.3,6.0,11.1,-3.2
X-4015,PDAC,BYL719 + LJM716,278.9,22.5,9.0,19.7,2.3
X-4015,PDAC,BYL719 + LJM716,289.5,22.6,13.0,24.2,2.7
X-4015,PDAC,BYL719 + LJM716,320.6,22.6,16.0,37.6,2.7
X-4015,PDAC,BYL719 + LJM716,315.7,22.4,20.0,35.5,1.8
X-4015,PDAC,BYL719 + LJM716,308.9,22.4,23.0,32.6,1.8
X-4015,PDAC,BYL719 + LJM716,318.8,22.7,27.0,36.8,3.2
X-4015,PDAC,BYL719 + LJM716,310.9,22.2,30.0,33.4,0.9
X-4015,PDAC,BYL719 + LJM716,288.8,23.1,36.0,23.9,5.0
X-4015,PDAC,BYL719 + LJM716,287.2,22.3,41.0,23.3,1.4
X-4015,PDAC,BYL719 + LJM716,301.3,22.6,44.0,29.3,2.7
X-4015,PDAC,BYL719 + LJM716,327.9,22.8,48.0,40.7,3.6
X-4015,PDAC,BYL719 + LJM716,328.4,22.2,51.0,40.9,0.9
X-4015,PDAC,BYL719 + LJM716,311.6,21.6,56.0,33.7,-1.8
X-4015,PDAC,BYL719 + LJM716,295.0,22.3,58.0,26.6,1.4
X-4015,PDAC,BYL719 + LJM716,250.7,21.8,62.0,7.6,-0.9
X-4015,PDAC,BYL719 + LJM716,224.1,21.1,65.0,-3.8,-4.1
X-4015,PDAC,BYL719 + LJM716,208.9,22.4,69.0,-10.3,1.8
X-4015,PDAC,BYL719 + LJM716,207.4,22.5,72.0,-11.0,2.3
X-4015,PDAC,BYL719 + LJM716,212.8,22.5,76.0,-8.7,2.3
X-4015,PDAC,BYL719 + LJM716,218.7,22.3,79.0,-6.1,1.4
X-4015,PDAC,BYL719 + LJM716,215.1,22.0,83.0,-7.7,0.0
X-4015,PDAC,BYL719 + LJM716,238.1,22.4,87.0,2.2,1.8
X-4015,PDAC,BYL719 + LJM716,244.6,22.5,90.0,5.0,2.3
X-4015,PDAC,BYL719 + LJM716,239.8,22.3,93.0,2.9,1.4
X-4015,PDAC,BYL719 + LJM716,224.7,22.0,97.0,-3.6,0.0
X-4015,PDAC,BYL719,238.2,23.8,0.0,0.0,0.0
X-4015,PDAC,BYL719,239.2,25.0,3.0,0.4,5.0
X-4015,PDAC,BYL719,237.1,23.6,7.0,-0.5,-0.8
X-4015,PDAC,BYL719,267.0,23.9,10.0,12.1,0.4
X-4015,PDAC,BYL719,270.6,23.4,14.0,13.6,-1.7
X-4015,PDAC,BYL719,299.6,23.2,17.0,25.8,-2.5
X-4015,PDAC,BYL719,344.0,24.7,21.0,44.4,3.8
X-4015,PDAC,BYL719,383.7,24.9,24.0,61.1,4.6
X-4015,PDAC,BYL719,429.6,24.6,28.0,80.4,3.4
X-4015,PDAC,BYL719,462.0,24.2,31.0,94.0,1.7
X-4015,PDAC,BYL719,582.4,24.0,35.0,144.5,0.8
X-4015,PDAC,BYL719,644.0,24.3,38.0,170.4,2.1
X-4015,PDAC,BYL719,682.6,24.9,42.0,186.6,4.6
X-4015,PDAC,BYL719,721.7,22.5,44.0,203.0,-5.5
X-4015,PDAC,BYL719,797.8,24.4,49.0,234.9,2.5
X-4015,PDAC,BYL719,816.5,23.1,52.0,242.8,-2.9
X-4015,PDAC,BYL719,840.7,21.3,56.0,252.9,-10.5
X-4015,PDAC,BYL719,863.7,20.6,59.0,262.6,-13.4
X-4015,PDAC,BYL719,988.6,23.0,62.0,315.0,-3.4
X-4015,PDAC,CLR457,242.8,27.7,0.0,0.0,0.0
X-4015,PDAC,CLR457,287.1,26.7,3.0,18.2,-3.6
X-4015,PDAC,CLR457,334.7,26.7,7.0,37.9,-3.6
X-4015,PDAC,CLR457,471.4,26.7,10.0,94.2,-3.6
X-4015,PDAC,CLR457,477.3,26.8,14.0,96.6,-3.2
X-4015,PDAC,CLR457,499.1,27.2,17.0,105.6,-1.8
X-4015,PDAC,CLR457,514.5,27.4,21.0,111.9,-1.1
X-4015,PDAC,CLR457,539.9,25.2,24.0,122.4,-9.0
X-4015,PDAC,CLR457,543.5,26.4,30.0,123.8,-4.7
